"st","datayear","cl.blk","ent.blk","reun.blk","lifelos.blk","grp.inst.blk","kin.fc.blk","cl.white","ent.white","reun.white","lifelos.white","grp.inst.white","kin.fc.white","cl.nat.am","ent.nat.am","reun.nat.am","lifelos.nat.am","grp.inst.nat.am","kin.fc.nat.am","cl.latino","ent.latino","reun.latino","lifelos.latino","grp.inst.latino","kin.fc.latino","cl.asian","ent.asian","reun.asian","lifelos.asian","grp.inst.asian","kin.fc.asian","cl.unk","ent.unk","reun.unk","lifelos.unk","grp.inst.unk","kin.fc.unk","cl.haw.pi","ent.haw.pi","reun.haw.pi","lifelos.haw.pi","grp.inst.haw.pi","kin.fc.haw.pi","cl","ent","grp.inst","reun","lifelos","kin.fc"
"MN",2001,4155,2114,1699,566.567749699158,1405,743,9578,5739,4634,471.279077051577,4148,968,2172,1112,786,712.913904235727,700,447,768,483,362,379.67578125,294,71,431,303,238,325.709976798144,266,25,317,247,203,142.621451104101,190,26,15,14,7,215.4,7,2,17436,10012,7010,7929,510.258258774948,2282
"MO",2001,6893,2066,1201,964.880748585522,1276,1973,11694,5043,2661,621.334787070292,1696,2092,61,27,18,673.573770491803,6,12,260,144,60,493.546153846154,31,30,59,28,24,489.983050847458,7,3,128,84,37,397.0625,30,14,2,0,1,574,1,0,19097,7392,3047,4002,741.849662250615,4124
"MS",2001,2865,1103,832,837.274345549738,645,854,2184,925,644,606.043498168498,537,682,2,1,0,441.5,1,0,32,19,15,396.75,12,3,9,4,0,1066.22222222222,1,3,43,42,8,134.790697674419,4,9,NA,NA,NA,NA,NA,NA,5135,2094,1200,1499,730.547419668939,1551
"MT",2001,52,18,10,808.230769230769,6,9,2004,839,489,708.071856287425,343,618,1164,488,321,712.298969072165,152,387,94,34,20,603.393617021277,12,39,7,2,1,450.571428571429,0,2,183,124,80,291.469945355191,49,56,1,1,1,12,0,1,3505,1506,562,922,685.690156918688,1112
"NC",2001,7278,2173,1431,906.183704314372,1036,1603,6667,2519,1605,675.373781310934,1130,1266,398,149,135,542.43216080402,35,140,848,355,220,619.042452830189,67,183,57,33,17,433.614035087719,9,3,27,2,7,1686.11111111111,2,3,94,70,27,249.244680851064,5,12,15369,5301,2284,3442,776.395861799727,3210
"ND",2001,69,50,16,360.333333333333,14,5,1229,638,347,473.149715215622,453,143,628,291,132,687.40127388535,176,99,48,22,11,392.395833333333,19,6,14,9,0,434.357142857143,2,0,1,0,0,1601,0,1,6,3,4,220,3,0,1995,1013,667,510,534.280200501253,254
"NE",2001,1393,467,256,753.859296482412,327,214,5910,2277,1486,616.432318104907,1278,562,703,224,176,683.698435277383,136,78,707,306,176,522.060820367751,161,49,46,19,21,398.369565217391,6,3,131,57,30,621.12213740458,36,6,NA,NA,NA,NA,NA,NA,8890,3350,1944,2145,634.721034870641,912
"NH",2001,89,24,4,804.168539325843,14,6,1525,457,258,997.665573770492,344,181,28,7,1,1709.75,4,2,78,26,15,700.974358974359,8,10,10,5,0,321,3,0,24,15,5,286.458333333333,6,2,2,0,0,906,1,0,1756,534,380,283,972.355922551253,201
"NJ",2001,9396,3024,2725,936.116288966911,1841,1029,3712,1526,1372,680.65580393213,1226,498,43,7,14,910,13,6,1060,327,386,955.055660377358,355,85,35,24,12,644.828571428571,19,2,1020,524,446,473.494613124388,217,168,2,1,0,881,0,1,15268,5433,3671,4955,843.651541936751,1789
"NM",2001,254,99,62,641.204724409449,34,22,1005,527,422,431.81764122894,166,81,518,365,216,284.291505791506,186,71,1660,840,582,449.581032412965,188,260,11,8,8,250.454545454545,2,1,46,44,33,42.9787234042553,7,5,6,4,4,225,0,0,3500,1887,583,1327,427.502136143549,440
"NV",2001,1513,851,735,749.701916721745,766,18,3244,1646,1332,595.606966707768,1382,77,101,66,40,518.851485148515,56,1,800,574,453,347.27125,513,16,79,50,43,491.291139240506,43,2,209,114,50,672.545454545455,101,5,66,37,26,725.393939393939,32,4,6012,3338,2893,2679,602.780938123753,123
"NY",2001,27539,6520,4854,1455.24070442992,5295,6505,11245,4187,3070,782.137839039573,3879,627,150,57,51,636.353333333333,41,10,10247,2964,2270,1215.10090758271,1955,2246,289,126,80,822.0276816609,60,45,12597,1281,2161,1431.17512106057,2383,2660,NA,NA,NA,NA,NA,NA,62067,15135,13613,12486,1283.83611522846,12093
"OH",2001,17616,7389,4141,703.820163487738,2479,4233,16709,8049,4867,550.415584415584,2709,3233,182,75,44,629.956043956044,30,27,661,312,183,547.31467473525,74,153,84,47,31,303.571428571429,12,12,448,277,108,615.741071428571,85,132,20,8,6,785.15,5,0,35720,16157,5394,9380,626.788129899216,7790
"OK",2001,3313,1303,927,839.000603682463,594,914,7284,3340,2253,604.457166392092,1209,1804,3197,1421,906,645.171410697529,425,686,603,340,237,425.510779436153,108,113,49,36,25,279.857142857143,20,12,50,24,23,399.56,7,23,42,23,23,332.785714285714,12,8,14538,6487,2375,4394,656.853693768056,3560
"OR",2001,1222,313,182,1200.79296235679,68,192,8229,2645,1714,838.259448292624,666,1155,781,323,165,842.679897567221,32,162,1109,416,294,676.082957619477,45,170,105,30,39,885.219047619048,4,13,2069,785,534,583.731754470759,105,322,38,25,6,400.473684210526,1,9,13553,4537,921,2934,818.211613664871,2023
"PA",2001,16592,5818,3459,977.875489664316,5264,3610,14210,6412,4439,696.316985645933,4659,1150,48,15,8,792.6875,6,13,2492,1097,651,676.315409309791,879,236,178,87,51,680.280898876405,70,10,141,80,59,578.943262411348,36,2,NA,NA,NA,NA,NA,NA,33661,13509,10914,8667,833.177667538023,5021
"PR",2001,1723,609,184,925.950144927536,154,583,55,15,2,1307.83636363636,9,19,18,2,2,761.611111111111,0,12,7612,2603,803,1111.31079306723,667,2907,7,4,1,904.428571428571,2,1,4,0,4,1200.5,0,2,30,21,0,428.366666666667,1,14,9449,3254,833,996,1075.68810153358,3538
"RI",2001,828,310,170,841.242243436754,264,251,2116,878,584,673.521371535932,852,418,50,22,9,693.42,18,12,484,220,146,582.269547325103,179,75,67,34,20,671.411764705882,28,4,68,29,17,626.882352941176,23,16,2,0,0,814.5,1,1,3615,1493,1365,946,699.383411150783,777
"SC",2001,4578,1818,1247,972.912407164701,832,350,3116,1470,1019,645.049743260591,790,287,23,14,7,538.652173913043,5,5,122,79,60,331.975409836066,41,10,29,12,19,615.068965517241,8,5,1,1,1,6,0,0,12,11,3,157.25,1,0,7881,3405,1677,2356,829.410988453242,657
"SD",2001,54,29,12,481.425925925926,12,15,762,398,284,438.511140235911,195,110,1628,861,584,406.539926289926,367,414,61,40,32,252.590163934426,15,6,8,6,2,140,1,0,24,22,16,59.875,9,4,2,1,1,169,0,1,2539,1357,599,931,409.736614173228,550
"TN",2001,5329,1705,1136,996.051604428598,1281,237,8933,3700,2382,723.776446882346,2200,528,39,17,13,731.435897435897,7,1,313,155,92,587.575079872204,63,3,64,24,23,621.796875,13,1,87,64,16,260.057471264368,24,3,3,2,2,136.666666666667,0,0,14768,5667,3588,3664,815.866806608884,773
"TX",2001,9093,3117,1443,949.546954035628,1835,1834,9462,3557,1600,794.914835164835,2069,1641,139,33,32,882.561151079137,33,22,9535,3788,1490,745.416151022549,2008,1460,142,82,34,429.077464788732,21,24,207,92,37,765.521739130435,44,30,16,11,1,453.625,5,3,28594,10680,6015,4637,825.790222750638,5014
"UT",2001,177,60,63,647.237288135593,19,8,2017,856,650,605.162121963312,245,125,192,70,63,785.354166666667,18,30,751,406,314,402.238348868176,68,33,31,8,4,589.225806451613,3,1,761,582,395,226.586070959264,88,31,37,24,14,320.945945945946,6,0,3966,2006,447,1503,501.920070600101,228
"VA",2001,4607,1326,499,1145.16207420265,879,150,3916,1401,484,810.903752872096,884,180,22,15,2,550.318181818182,3,1,298,114,49,748.174496644295,60,10,51,13,7,983.21568627451,8,4,55,30,12,465.927272727273,11,1,10,5,1,504,2,0,8959,2904,1847,1054,978.602432492747,346
"VT",2001,42,26,16,583.619047619048,6,2,1877,694,404,764.349365750529,327,188,4,0,0,2376.5,1,0,7,0,0,1536.28571428571,0,1,9,5,4,628.444444444444,1,0,7,2,3,543.714285714286,2,2,1,0,0,562,0,0,1947,727,337,427,765.007645259939,193
"WA",2001,2372,865,640,850.105817875211,213,652,9238,4396,2987,555.421519809483,1036,2448,1755,760,371,692.411396011396,119,547,1460,741,535,539.757534246575,121,347,277,155,126,498.12274368231,26,58,368,315,211,160.722826086957,83,67,69,41,22,401.173913043478,6,15,15539,7273,1604,4892,603.35092348285,4134
"WI",2001,6182,1411,791,928.872890711244,556,2070,5976,3067,1895,435.908537588419,1535,388,437,207,139,540.748878923767,97,49,711,316,129,549.082655826558,89,192,186,113,61,358.565445026178,41,11,43,37,21,138.458333333333,7,9,12,7,1,428.083333333333,3,0,13547,5158,2328,3037,668.822591122339,2719
"WV",2001,630,208,105,877.749206349206,219,21,4734,1858,746,764.979298690325,1722,149,6,4,1,931.166666666667,1,0,56,21,14,882.089285714286,23,0,11,6,2,889.818181818182,3,0,192,132,43,292.005208333333,103,15,9,5,0,379.777777777778,4,0,5638,2234,2075,911,762.442178077332,185
"WY",2001,62,27,22,451.322580645161,25,4,1455,801,531,485.958762886598,695,167,37,17,15,653.513513513514,18,0,150,81,56,441.9,64,16,8,5,2,393.5,1,0,43,25,25,268.93023255814,24,1,NA,NA,NA,NA,NA,NA,1755,956,827,651,478.762962962963,188
"AK",2000,290,92,62,575.6,24,86,903,311,237,656.266888150609,91,234,1735,629,368,507.1734870317,147,489,60,16,19,717.666666666667,5,12,24,5,4,636.875,1,6,94,43,28,561.765957446809,4,19,NA,NA,NA,NA,NA,NA,3106,1096,272,718,563.628461043142,846
"AL",2000,4215,1253,860,1177.1674970344,802,653,3634,1362,961,838.660979636764,749,534,11,1,0,1757.09090909091,3,0,67,31,20,738.179104477612,7,0,11,7,1,452.636363636364,4,4,17,7,5,590.058823529412,2,0,NA,NA,NA,NA,NA,NA,7955,2661,1567,1847,1017.37913262099,1191
"AR",2000,2441,1134,969,614.649324047522,109,298,3977,2226,1671,426.365853658537,258,277,36,18,20,472.027777777778,2,0,126,65,60,339.849206349206,9,5,19,13,12,731.105263157895,1,0,120,82,53,326.791666666667,4,2,5,4,4,172.2,0,0,6724,3542,383,2789,492.236317668055,582
"AZ",2000,1747,588,463,1015.83171150544,460,346,5588,2248,1782,697.993736578382,1312,1060,663,294,247,619.67269984917,175,137,3339,1377,1074,670.502845163223,790,824,62,22,17,616.564516129032,12,9,131,115,72,167.320610687023,40,28,1,0,0,540,0,0,11531,4644,2789,3655,727.20362501084,2404
"CA",2000,50619,9982,9996,1403.29297299433,7989,21275,49717,15347,13748,867.288030251222,10388,13333,2268,735,593,941.661816578483,360,812,55007,17157,15119,857.025305870162,9951,18435,3622,1462,1311,633.562948647156,917,813,1132,858,640,227.598056537102,319,260,554,144,181,928.557761732852,158,135,162919,45685,30082,41588,1021.96277291169,55063
"CO",2000,1847,814,402,702.698971304819,413,190,6420,3283,1964,559.530841121495,1695,433,356,172,114,508.030898876404,84,10,3409,1915,1092,470.475799354649,782,331,115,62,44,583.330434782609,32,10,898,696,426,186.846325167038,383,55,NA,NA,NA,NA,NA,NA,13045,6942,3389,4042,529.678420850901,1029
"CT",2000,3860,1024,621,998.743264248705,924,871,3180,985,531,867.162893081761,998,518,31,18,5,606.129032258065,5,8,2282,671,430,890.172655565294,616,399,63,25,25,539.095238095238,26,5,114,49,34,551.605263157895,51,19,9,4,0,875.111111111111,5,0,9539,2776,2625,1646,919.133347311039,1820
"DC",2000,3191,662,150,1080.60827326857,643,352,9,2,1,1471.66666666667,3,0,0,0,0,0,0,NA,30,18,3,607.9,11,0,7,3,0,1051.14285714286,3,0,132,90,17,427.272727272727,36,7,NA,NA,NA,NA,NA,NA,3369,775,696,171,1051.78420896408,359
"DE",2000,1227,585,440,557.255908720456,394,148,623,311,234,467.538461538462,219,83,4,4,2,44.75,4,0,126,50,45,580.436507936508,25,17,1,0,0,553,1,0,2,0,1,709,0,1,NA,NA,NA,NA,NA,NA,1983,950,643,722,529.628024193548,249
"FL",2000,24927,7889,5645,937.842299514583,1063,11224,22592,9168,6088,640.937942634561,989,9280,165,52,34,642.939393939394,7,75,4054,1499,775,756.534533793784,184,1378,181,65,51,553.480662983425,5,68,157,76,42,532.28025477707,2,66,42,16,10,673.166666666667,4,18,52118,18765,2254,12645,791.334318277754,22109
"GA",2000,9398,3850,1860,910.546015533567,1047,1936,5789,2820,1294,642.42995335982,762,1124,66,28,16,581.318181818182,5,3,411,248,115,445.790754257908,36,20,58,32,10,423.379310344828,5,2,134,48,40,776.708955223881,11,26,4,2,0,377,1,0,15860,7028,1867,3335,796.22842191539,3111
"HI",2000,142,82,49,443.69014084507,15,20,491,217,150,578.313645621181,35,106,78,42,18,445.025641025641,3,25,65,23,22,671.861538461538,6,19,1302,725,381,450.34024577573,61,449,173,128,83,221.473988439306,8,48,1832,712,470,645.506004366812,97,696,4083,1929,225,1173,546.795003673769,1363
"IA",2000,1185,576,411,574.46582278481,419,11,7502,4033,3144,447.468275126633,3636,24,199,94,56,580.035175879397,71,1,412,221,162,470.96359223301,137,2,98,57,48,378.040816326531,50,0,1085,638,443,325.658986175115,520,5,1,1,0,72,0,0,10482,5620,4833,4264,451.972238122496,43
"ID",2000,50,25,17,563.56,8,2,1517,864,600,472.085695451549,276,197,175,72,51,621.434285714286,27,22,212,106,94,489.179245283019,24,19,4,2,3,271,0,2,66,57,61,80.6363636363636,16,4,2,1,0,1235,1,0,2026,1127,352,826,476.636229022705,246
"IL",2000,29021,3857,1730,1640.80841459633,2355,7561,7920,2137,919,1023.36944444444,932,1322,48,9,2,1287.47916666667,8,9,2135,387,267,1291.90023419204,199,401,52,12,11,1251.78846153846,3,9,697,205,64,964.763271162123,50,126,NA,NA,NA,NA,NA,NA,39873,6607,3547,2993,1486.73352895443,9428
"IN",2000,5018,1889,1262,924.956573705179,626,1048,7069,3415,2456,626.950035285815,1143,686,189,96,80,504.772486772487,25,23,317,140,106,679.814465408805,47,31,21,12,10,429.571428571429,2,1,39,21,9,650.820512820513,5,6,7,3,2,958.285714285714,1,1,12660,5576,1849,3925,744.373925388438,1796
"KS",2000,1785,602,275,723.556862745098,203,272,5782,2316,1203,576.573676928399,787,734,105,28,26,654.695238095238,15,9,439,120,81,636.854214123007,57,47,43,21,10,496.372093023256,5,1,202,104,39,445.79702970297,21,40,1,0,1,865,0,0,8357,3191,1088,1635,608.577240636592,1103
"KY",2000,2113,707,632,768.042120208235,675,180,6778,3155,2766,587.187813514311,2038,935,26,19,15,309.384615384615,5,5,57,28,20,391.824561403509,7,1,18,9,11,402.944444444444,2,3,385,206,211,510.914285714286,108,53,4,4,2,71.25,2,0,9381,4128,2837,3657,622.26308495896,1177
"LA",2000,5311,1844,1090,1036.4756166447,1209,727,3092,1256,768,781.772315653299,722,465,29,4,6,1401.44827586207,4,3,71,33,21,580.239436619718,16,6,22,7,8,861.454545454545,9,0,27,13,8,1148.22222222222,6,3,NA,NA,NA,NA,NA,NA,8552,3157,1966,1901,941.739359214219,1204
"MA",2000,3324,1117,754,1065.47653429603,485,545,8475,3328,2411,826.433038348083,1509,1363,62,25,7,930.629032258065,8,4,3227,1169,781,904.621939882244,379,478,311,147,100,747.8038585209,48,16,2610,1593,1007,422.575862068966,317,464,2,2,1,175.5,1,0,18011,7381,2747,5061,824.963577813558,2870
"MD",2000,12472,2749,1451,1334.0346375882,2065,5118,3324,1029,577,984.794825511432,902,651,20,3,2,1761.45,4,7,208,80,32,756.807692307692,27,27,57,23,8,1124.56140350877,13,5,138,42,21,777.101449275362,25,33,4,2,1,418.75,1,1,16223,3928,3037,2092,1249.90433335388,5842
"ME",2000,84,27,4,1101.08333333333,4,0,3080,639,215,1329.85974025974,312,111,66,17,5,1122.19696969697,3,0,76,17,5,1253.96052631579,3,1,26,11,2,628.769230769231,4,1,578,339,61,332.16955017301,88,39,2,2,0,202.5,0,0,3912,1052,414,292,1167.32413087935,152
"MN",2000,4610,2494,2221,534.169631236443,1601,832,10129,6141,5637,463.918862896062,4592,888,2214,1104,985,720.233514001807,707,420,761,482,445,380.186596583443,314,80,490,359,348,273.265306122449,289,17,258,219,176,161.717054263566,156,22,5,4,3,408.4,2,0,18467,10803,7661,9815,499.435161622178,2259
"MO",2000,7299,2280,1129,947.103027812029,1346,2297,10970,4711,2401,665.712123974476,1761,2005,53,16,9,798.698113207547,9,5,215,110,73,541.251162790698,30,29,66,46,30,451.848484848485,9,5,84,50,27,440.666666666667,15,10,3,3,0,295.666666666667,0,0,18690,7216,3170,3669,772.722953451043,4351
"MS",2000,2887,1084,847,907.688604087288,531,1058,2099,905,597,639.854692710815,453,738,1,0,0,368,1,0,17,13,6,303.941176470588,4,2,11,1,4,1232.27272727273,1,1,3,2,1,275.333333333333,1,1,NA,NA,NA,NA,NA,NA,5018,2005,991,1455,793.835791151853,1800
"MT",2000,55,22,15,629.981818181818,11,15,2072,884,458,686.527255185721,312,653,1109,537,248,668.351668169522,151,343,99,45,19,555.919191919192,3,40,12,6,2,517,6,2,159,94,49,372.578616352201,25,59,NA,NA,NA,NA,NA,NA,3506,1588,508,791,661.392072996863,1112
"NC",2000,7472,2354,1286,912.557548179872,1093,1599,6491,2557,1357,675.709751964258,1100,1073,397,208,108,521.130982367758,36,140,835,285,199,619.010778443114,72,151,48,19,18,553.625,11,4,43,7,6,1175.11627906977,6,8,42,28,11,289.261904761905,1,5,15328,5458,2319,2985,784.034316283925,2980
"ND",2000,52,25,16,589.403846153846,13,4,1212,625,390,455.248349834984,465,109,638,309,173,614.431034482759,194,117,60,38,26,283.433333333333,28,8,14,6,2,444.214285714286,2,0,1,0,0,1236,0,1,3,3,0,176.666666666667,0,0,1980,1006,702,607,504.751515151515,239
"NE",2000,1290,451,209,749.864341085271,277,230,5463,2127,1150,589.575324913051,1318,570,649,233,109,602.82126348228,133,99,622,256,145,514.799035369775,139,50,40,26,10,267.325,12,3,124,41,30,691.346774193548,30,14,NA,NA,NA,NA,NA,NA,8188,3134,1909,1653,610.164997557401,966
"NH",2000,86,29,11,799.46511627907,15,8,1554,399,213,975.989710610932,357,169,23,2,0,1933.39130434783,3,1,85,25,17,551,20,5,11,5,2,232.727272727273,4,1,40,24,20,169.375,9,7,2,0,0,541,1,0,1801,484,409,263,936.813540510544,191
"NJ",2000,8517,2544,1623,962.332785731049,1694,412,3374,1305,897,695.734814814815,1213,266,60,22,17,695.081967213115,12,9,1101,349,277,908.753176043557,365,67,26,11,14,779.423076923077,8,0,817,423,258,452.162790697674,213,94,NA,NA,NA,NA,NA,NA,13895,4654,3505,3086,861.873912105301,848
"NM",2000,302,127,99,525.403278688525,40,32,1082,581,437,396.232286995516,135,125,357,215,155,317.454545454545,130,69,1732,831,635,427.092238470191,188,285,10,4,3,380.6,2,1,25,20,28,42.5,3,2,3,2,1,286,0,0,3511,1780,498,1358,410.601157662624,514
"NV",2000,433,124,13,965.526558891455,5,8,1163,405,106,640.652622527945,13,36,36,10,0,418.861111111111,1,0,193,63,24,573.694300518135,3,11,26,7,1,342.192307692308,0,1,128,56,7,680.375,3,3,23,8,1,492.130434782609,0,1,2002,673,25,152,697.431568431568,60
"NY",2000,29359,6473,5083,1484.88644027385,5178,7121,11245,4152,3144,789.310538016896,3775,606,154,65,53,620.298701298701,36,20,10286,2600,2065,1263.14442608611,1808,2359,254,99,70,885.574803149606,54,35,16154,3216,2829,1240.00519995048,3224,3507,NA,NA,NA,NA,NA,NA,67452,16605,14075,13244,1272.23448224742,13648
"OH",2000,16909,6977,4265,718.609793601041,2269,3888,16269,7797,4945,555.695801831704,2663,3032,196,68,63,633.75,38,20,650,303,198,540.161538461538,78,133,79,48,36,331.974683544304,12,5,371,195,122,518.420485175202,67,93,22,8,3,678.318181818182,5,3,34496,15396,5132,9632,634.867549860853,7174
"OK",2000,3211,1339,916,659.998755057579,880,863,6956,3279,2145,521.244971264368,1529,1739,2905,1530,776,513.990712074303,844,582,538,298,202,396.64126394052,164,92,42,33,18,167.690476190476,31,5,66,43,19,357.424242424242,15,27,44,36,10,249.272727272727,24,12,13762,6558,3487,4086,544.488453159041,3320
"OR",2000,1265,300,177,1166.8743083004,77,238,8360,2591,1640,821.389114832536,679,1217,711,256,155,854.01547116737,55,133,1098,469,277,649.064663023679,38,179,111,49,24,732.036036036036,10,15,2189,1003,640,510.777067153952,129,344,22,7,6,555.681818181818,1,5,13756,4675,989,2919,790.517519627799,2131
"PA",2000,16587,5032,3515,1157.02290950745,4794,3327,13991,6040,4551,728.164534343506,4434,1072,40,15,8,713.1,5,8,2635,1016,639,788.314990512334,834,241,153,43,44,800.16339869281,73,7,151,89,56,611.847682119205,46,6,NA,NA,NA,NA,NA,NA,33557,12235,10186,8813,944.656465119051,4661
"RI",2000,809,280,182,844.074299634592,230,251,2083,817,476,669.344517958412,810,423,51,18,11,697.882352941176,16,18,491,241,140,587.167664670659,157,100,64,21,24,635.850746268657,29,5,88,30,24,579.466666666667,23,17,4,2,1,328.75,1,1,3590,1409,1266,858,694.561643835616,815
"SC",2000,4500,1668,1266,1008.32977777778,754,289,3005,1403,1072,663.321131447587,698,296,19,5,8,662.526315789474,3,4,98,65,51,331.826530612245,32,7,31,21,11,608.032258064516,8,1,1,1,1,5,0,0,9,9,7,15.7777777777778,2,0,7663,3172,1497,2416,860.611640349733,597
"SD",2000,67,45,31,323.955223880597,20,17,690,452,280,348.502898550725,187,81,1427,891,554,344.607568325158,311,350,56,40,30,213.375,14,8,6,5,2,200.5,0,0,10,7,8,152.4,2,1,1,1,0,135,0,0,2257,1441,534,905,340.601683650864,457
"TN",2000,5444,1731,1002,988.818515797208,1428,166,8657,3537,2110,776.259327711678,2418,352,35,17,9,786.457142857143,5,2,258,118,62,684.678294573643,45,1,61,26,13,642.852459016393,23,1,57,49,18,206.543859649123,7,0,2,2,0,60.5,0,0,14514,5480,3926,3214,851.487253686096,522
"TX",2000,8528,2966,1290,965.585863322002,1773,1595,8719,3393,1475,812.874670335971,1903,1444,152,60,27,750.019736842105,28,26,8445,3303,1299,784.376420454545,1747,1292,123,57,42,462.764227642276,24,17,197,85,25,955.289340101523,50,23,8,5,2,497.875,0,0,26172,9869,5525,4160,852.406531703591,4397
"UT",2000,104,43,31,559.576923076923,26,2,1662,715,495,634.350180505415,334,88,172,64,53,692.529069767442,27,10,648,394,322,367.780864197531,84,39,24,14,7,421.458333333333,2,0,1448,910,977,258.706491712707,142,154,11,8,3,350.727272727273,3,1,4069,2148,618,1888,456.746866551978,294
"VA",2000,4475,1215,410,1167.43883928571,830,136,3742,1376,444,842.899011488111,814,129,9,4,0,972.777777777778,2,0,257,91,25,784.171206225681,48,12,69,28,7,864.260869565217,13,4,50,20,7,510,12,5,7,4,1,525.142857142857,0,0,8609,2738,1719,894,1008.03180499129,286
"VT",2000,42,22,24,633.522727272727,8,6,1957,698,833,744.423956262425,304,198,6,2,3,2327.33333333333,1,0,12,3,1,1378.58333333333,1,1,10,5,6,462.6,1,0,7,3,4,915.857142857143,1,0,2,2,0,130.5,1,0,2036,735,317,871,748.90635451505,205
"WA",2000,2547,941,788,837.496662740479,225,753,9621,4717,3749,551.913106745661,1179,2399,1808,799,464,676.527654867257,121,477,1519,743,635,524.800526662278,121,322,280,162,134,527.378571428571,31,52,243,191,145,266.0329218107,56,37,56,37,32,380.035714285714,6,21,16074,7590,1739,5947,603.27161876322,4061
